,Date_imp,Date_imp_d,Cluster,Category_name,name,price,disc_price,merchant,condition,Disc_percentage,isSale,Imp_count,brand,p_description,currency,dateAdded,dateSeen,dateUpdated,imageURLs,manufacturer,shipping,sourceURLs,weight,Date_imp_d.1,Day_n,month,month_n,day,Week_Number,Zscore_1,price_std
4,2017-12-14 06:00:00,2017/12/14,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,69.0,64.99,Walmart.com,New,0.06,Yes,1,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,2017-12-14T06:00:00Z,2018-06-13T19:39:02Z,,Boytone,Expedited,https://www.walmart.com/ip/BOYTONE-BT210FB-BLACK-2-1-MULTIMEDIA-SPEAKER-SYSTEM-WITH/47368142,14 pounds,2017/12/14,Thursday,12,December,14,50,0.001524738002769334,3.8807250181720736
5,2017-09-08 05:00:00,2017/09/08,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,69.0,69.0,Walmart.com,New,0.0,No,1,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,2017-09-08T05:00:00Z,2018-06-13T19:39:02Z,,Boytone,Expedited,https://www.walmart.com/ip/Boytone-BT-210F-Bluetooth-Speaker/47368142,14 pounds,2017/09/08,Friday,9,September,8,36,0.001524738002769334,3.8807250181720736
6,2017-10-24 04:00:00,2017/10/24,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,66.0,66.0,Walmart.com,New,0.0,No,1,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,2017-10-24T04:00:00Z,2018-06-13T19:39:02Z,,Boytone,Expedited,https://www.walmart.com/ip/Boytone-BT-210F-Bluetooth-Speaker/47368142,14 pounds,2017/10/24,Tuesday,10,October,24,43,-0.7608442633818687,3.8807250181720736
7,2017-08-15 15:00:00,2017/08/15,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,74.99,74.99,Walmart.com,New,0.0,No,1,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,2017-08-15T15:00:00Z,2018-06-13T19:39:02Z,,Boytone,Value,https://www.walmart.com/ip/Boytone-BT-210F-Bluetooth-Speaker/47368142,14 pounds,2017/08/15,Tuesday,8,August,15,33,1.5237215107674287,3.8807250181720736
8,2017-09-14 21:00:00,2017/09/14,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,69.99,69.99,Walmart.com,New,0.0,No,1,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,2017-09-14T21:00:00Z,2018-06-13T19:39:02Z,,Boytone,Expedited,https://www.walmart.com/ip/Boytone-BT-210F-Bluetooth-Speaker/47368142,14 pounds,2017/09/14,Thursday,9,September,14,37,0.25310650845969856,3.8807250181720736
9,2017-07-23 00:00:00,2017/07/23,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Walmart.com,New,0.0,No,1,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,2017-07-23T00:00:00Z,2018-06-13T19:39:02Z,,Boytone,Expedited,https://www.walmart.com/ip/Boytone-BT-210F-Bluetooth-Speaker/47368142,14 pounds,2017/07/23,Sunday,7,July,23,29,-1.0175084938480314,3.8807250181720736
10,2017-10-10 05:00:00,2017/10/10,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,69.99,69.99,Bestbuy.com,New,0.0,No,1,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,2017-10-10T05:00:00Z,2018-06-13T19:39:02Z,,Boytone,,https://www.bestbuy.com/site/boytone-2500w-2-1-ch-home-theater-system-black-diamond/4784804.p%25253FskuId%25253D4784804,14 pounds,2017/10/10,Tuesday,10,October,10,41,1.3887301496588262,1.3557637102737459
11,2017-08-28 07:00:00,2017/08/28,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,66.99,66.99,Bestbuy.com,New,0.0,No,1,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,2017-08-28T07:00:00Z,2018-06-13T19:39:02Z,,Boytone,,https://www.bestbuy.com/site/boytone-2500w-2-1-ch-home-theater-system-black-diamond/4784804.p%25253FskuId%25253D4784804,14 pounds,2017/08/28,Monday,8,August,28,35,0.0,1.3557637102737459
12,2017-08-12 09:00:00,2017/08/12,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,65.99,65.99,Bestbuy.com,New,0.0,No,1,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,2017-08-12T09:00:00Z,2018-06-13T19:39:02Z,,Boytone,,http://www.bestbuy.com/site/boytone-2500w-2-1-ch-home-theater-system-black-diamond/4784804.p%25253FskuId%25253D4784804,14 pounds,2017/08/12,Saturday,8,August,12,32,-0.4629100498862754,1.3557637102737459
13,2017-08-01 03:00:00,2017/08/01,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/08/01,Tuesday,8,August,1,31,-0.9258200997725508,1.3557637102737459
14,2017-07-26 15:00:00,2017/07/26,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/07/26,Wednesday,7,July,26,30,-0.9258200997725508,1.3557637102737459
15,2017-05-31 19:00:00,2017/05/31,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/05/31,Wednesday,5,May,31,22,-0.9258200997725508,1.3557637102737459
16,2017-05-31 18:00:00,2017/05/31,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/05/31,Wednesday,5,May,31,22,-0.9258200997725508,1.3557637102737459
17,2017-05-09 04:00:00,2017/05/09,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/05/09,Tuesday,5,May,9,19,-0.9258200997725508,1.3557637102737459
18,2017-05-01 05:00:00,2017/05/01,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/05/01,Monday,5,May,1,18,-0.9258200997725508,1.3557637102737459
19,2017-05-18 03:00:00,2017/05/18,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/05/18,Thursday,5,May,18,20,-0.9258200997725508,1.3557637102737459
20,2017-04-04 04:00:00,2017/04/04,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/04/04,Tuesday,4,April,4,14,-0.9258200997725508,1.3557637102737459
21,2017-03-30 02:00:00,2017/03/30,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/03/30,Thursday,3,March,30,13,-0.9258200997725508,1.3557637102737459
22,2017-03-10 14:00:00,2017/03/10,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/03/10,Friday,3,March,10,10,-0.9258200997725508,1.3557637102737459
23,2017-03-04 03:00:00,2017/03/04,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/03/04,Saturday,3,March,4,9,-0.9258200997725508,1.3557637102737459
24,2017-03-03 14:00:00,2017/03/03,35,"speaker, portable, bluetooth",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,64.99,64.99,Bestbuy.com,New,0.0,No,12,Boytone,"Stereos,Portable Bluetooth Speakers,TV, Video & Home Audio,Speaker Systems,Portable Audio & Video,Electronics,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Speakers,Home Audio & Theater,All Home Speakers,Consumer Electronics,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...,Home Theater Systems,MP3 Player Accessories,Home Audio,Audio,Cell,Stereo Shelf Systems",USD,2015-05-18T14:14:56Z,"2017-08-01T03:00:00Z,2017-07-26T15:00:00Z,2017-05-31T19:00:00Z,2017-05-31T18:00:00Z,2017-05-09T04:00:00Z,2017-05-01T05:00:00Z,2017-05-18T03:00:00Z,2017-04-04T04:00:00Z,2017-03-30T02:00:00Z,2017-03-10T14:00:00Z,2017-03-04T03:00:00Z,2017-03-03T14:00:00Z",2018-06-13T19:39:02Z,,Boytone,,,14 pounds,2017/03/03,Friday,3,March,3,9,-0.9258200997725508,1.3557637102737459
43,2017-08-01 00:00:00,2017/08/01,35,"speaker, portable, bluetooth","DreamWave - Tremor Portable Bluetooth Speaker - Green,Black",290.99,290.99,Bestbuy.com,New,0.0,No,10,DreamWave,"Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Portable Audio & Video,Electronics,Portable Speakers & Docks,Audio",USD,2015-10-17T19:24:08Z,"2017-08-01T00:00:00Z,2017-08-01T17:00:00Z,2017-07-26T21:00:00Z,2017-05-01T15:00:00Z,2017-05-09T15:00:00Z,2017-05-18T08:00:00Z,2017-03-30T10:00:00Z,2017-03-15T17:00:00Z,2017-03-10T22:00:00Z,2017-03-04T10:00:00Z",2018-05-29T13:41:23Z,,,,http://www.bestbuy.com/site/dreamwave-tremor-portable-bluetooth-speaker-greenblack/5436508.p?skuId=5436508,13.2 pounds,2017/08/01,Tuesday,8,August,1,31,0.6575959492214292,3.8110116142317825
44,2017-08-01 17:00:00,2017/08/01,35,"speaker, portable, bluetooth","DreamWave - Tremor Portable Bluetooth Speaker - Green,Black",290.99,290.99,Bestbuy.com,New,0.0,No,10,DreamWave,"Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Portable Audio & Video,Electronics,Portable Speakers & Docks,Audio",USD,2015-10-17T19:24:08Z,"2017-08-01T00:00:00Z,2017-08-01T17:00:00Z,2017-07-26T21:00:00Z,2017-05-01T15:00:00Z,2017-05-09T15:00:00Z,2017-05-18T08:00:00Z,2017-03-30T10:00:00Z,2017-03-15T17:00:00Z,2017-03-10T22:00:00Z,2017-03-04T10:00:00Z",2018-05-29T13:41:23Z,,,,http://www.bestbuy.com/site/dreamwave-tremor-portable-bluetooth-speaker-greenblack/5436508.p?skuId=5436508,13.2 pounds,2017/08/01,Tuesday,8,August,1,31,0.6575959492214292,3.8110116142317825
45,2017-07-26 21:00:00,2017/07/26,35,"speaker, portable, bluetooth","DreamWave - Tremor Portable Bluetooth Speaker - Green,Black",290.99,290.99,Bestbuy.com,New,0.0,No,10,DreamWave,"Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Portable Audio & Video,Electronics,Portable Speakers & Docks,Audio",USD,2015-10-17T19:24:08Z,"2017-08-01T00:00:00Z,2017-08-01T17:00:00Z,2017-07-26T21:00:00Z,2017-05-01T15:00:00Z,2017-05-09T15:00:00Z,2017-05-18T08:00:00Z,2017-03-30T10:00:00Z,2017-03-15T17:00:00Z,2017-03-10T22:00:00Z,2017-03-04T10:00:00Z",2018-05-29T13:41:23Z,,,,http://www.bestbuy.com/site/dreamwave-tremor-portable-bluetooth-speaker-greenblack/5436508.p?skuId=5436508,13.2 pounds,2017/07/26,Wednesday,7,July,26,30,0.6575959492214292,3.8110116142317825
46,2017-05-01 15:00:00,2017/05/01,35,"speaker, portable, bluetooth","DreamWave - Tremor Portable Bluetooth Speaker - Green,Black",290.99,290.99,Bestbuy.com,New,0.0,No,10,DreamWave,"Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Portable Audio & Video,Electronics,Portable Speakers & Docks,Audio",USD,2015-10-17T19:24:08Z,"2017-08-01T00:00:00Z,2017-08-01T17:00:00Z,2017-07-26T21:00:00Z,2017-05-01T15:00:00Z,2017-05-09T15:00:00Z,2017-05-18T08:00:00Z,2017-03-30T10:00:00Z,2017-03-15T17:00:00Z,2017-03-10T22:00:00Z,2017-03-04T10:00:00Z",2018-05-29T13:41:23Z,,,,http://www.bestbuy.com/site/dreamwave-tremor-portable-bluetooth-speaker-greenblack/5436508.p?skuId=5436508,13.2 pounds,2017/05/01,Monday,5,May,1,18,0.6575959492214292,3.8110116142317825
47,2017-05-09 15:00:00,2017/05/09,35,"speaker, portable, bluetooth","DreamWave - Tremor Portable Bluetooth Speaker - Green,Black",290.99,290.99,Bestbuy.com,New,0.0,No,10,DreamWave,"Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Portable Audio & Video,Electronics,Portable Speakers & Docks,Audio",USD,2015-10-17T19:24:08Z,"2017-08-01T00:00:00Z,2017-08-01T17:00:00Z,2017-07-26T21:00:00Z,2017-05-01T15:00:00Z,2017-05-09T15:00:00Z,2017-05-18T08:00:00Z,2017-03-30T10:00:00Z,2017-03-15T17:00:00Z,2017-03-10T22:00:00Z,2017-03-04T10:00:00Z",2018-05-29T13:41:23Z,,,,http://www.bestbuy.com/site/dreamwave-tremor-portable-bluetooth-speaker-greenblack/5436508.p?skuId=5436508,13.2 pounds,2017/05/09,Tuesday,5,May,9,19,0.6575959492214292,3.8110116142317825
48,2017-05-18 08:00:00,2017/05/18,35,"speaker, portable, bluetooth","DreamWave - Tremor Portable Bluetooth Speaker - Green,Black",290.99,290.99,Bestbuy.com,New,0.0,No,10,DreamWave,"Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Portable Audio & Video,Electronics,Portable Speakers & Docks,Audio",USD,2015-10-17T19:24:08Z,"2017-08-01T00:00:00Z,2017-08-01T17:00:00Z,2017-07-26T21:00:00Z,2017-05-01T15:00:00Z,2017-05-09T15:00:00Z,2017-05-18T08:00:00Z,2017-03-30T10:00:00Z,2017-03-15T17:00:00Z,2017-03-10T22:00:00Z,2017-03-04T10:00:00Z",2018-05-29T13:41:23Z,,,,http://www.bestbuy.com/site/dreamwave-tremor-portable-bluetooth-speaker-greenblack/5436508.p?skuId=5436508,13.2 pounds,2017/05/18,Thursday,5,May,18,20,0.6575959492214292,3.8110116142317825
